9,Homestay,LJRC Homestay,"General Luna, Surigao del Norte",9207410307,rapzsanchez@gmail.com,DOT-R13-HMY-00206-2021,31-Oct-26,
10,Homestay,Tomaides Place Homestay,"General Luna, Surigao del Norte",9507557974,kcamingue70@gmail.com,DOT-R13-HMY-00132-2021,31-Oct-26,
11,Homestay,RF Jade Homestay,"General Luna, Surigao del Norte",9381393084,flordeningpetallo@gmail.com,DOT-R13-HMY-00142-2021,31-Oct-26,
12,Homestay,Homely Homestay,"General Luna, Surigao del Norte",9272348932,siargaohomelyhomestay@gmail.com,DOT-R13-HMY-00245-2022,31-Oct-26,
13,Homestay,Triangle Palm Villas,"General Luna, Surigao del Norte",9667634970,alexiesilverio@gmail.com,DOT-R13-HMY-00062-2021,31-Oct-26,
14,Homestay,Blue House,"General Luna, Surigao del Norte",9481582423,bluehousehomestay21@gmail.com,DOT-R13-HMY-00448-2023,31-Oct-26,
15,Homestay,IAO Surfing Retreat House,"Sitio Sta. Ines, General Luna, Surigao del Norte",9274069859,arforcadilla@gmail.com,DOT-R13-HMY-00517-2023,31-Oct-26,
16,Homestay,Nine Clouds Restaurant and Homestay,"Catangnan, General Luna, Surigao del Norte",9682050258,info.9clouds@gmail.com,DOT-R13-HMY-00528-2023,31-Oct-26,
17,Homestay,Coconut Homestay,"General Luna, Surigao del Norte",9565641698,coconuthome.siargao@gmail.com,DOT-R13-HMY-00572-2023,31-Oct-26,
18,Homestay,LATAGAW RESIDENTIAL HOMESTAY,"Poblacion I, General Luna, Surigao del Norte",9951991026,rodulfomantilla@gmail.com,DOT-R13-HMY-01183-2024,31-Oct-26,
19,Homestay,Volpe Homestay,"Catangnan, General Luna, Surigao del Norte",9999433514,onivolpe1956.com@gmail.com,DOT-R13-HMY-01216-2025,31-Oct-26,1-Jan-00
20,Homestay,Mahajab Homestay,"General Luna, Surigao del Norte",9300157769,mahajabhomestayDOT@gmail.com,DOT-R13-HMY-00483-2023,31-Oct-26,1-Jan-00
21,Homestay,Abby Homestay,"General Luna, Surigao del Norte",9773875412,abbyhomestay20@gmail.com,DOT-R13-HMY-00447-2023,31-Oct-26,1-Jan-00
22,Homestay,Ayman's Guest House,"General Luna, Surigao del Norte",09610756182/ 09070902469,rheaaug03@gmail.com,DOT-R13-HMY-00374-2023,31-Oct-26,1-Jan-00
23,Homestay,A-RENA HOMESTAY,"Brgy. 5, Poblacion, Genaral Luna, Surigao Del Norte",9150661375,arena_homestay@yahoo.com,DOT-R13-HMY-01285-2025,31-Oct-26,1-Jan-00
24,Homestay,RedDot Guest House,"Poblacion, General Luna, Surigao del Norte",9153560101,reddotguesthouse@gmail.com,DOT-R13-HMY-00529-2023,31-Oct-26,1-Jan-00
,,,,,,,,
1,Travel and Tour Agency,DEE SIARGAONON TRAVEL AND TOURS,"General Luna, Surigao del Norte",9666497725,sulapasedgardo982@gmail.com,DOT-R13-TTA-00449-2023,30-Jun-26,12-Jan-00
2,Travel and Tour Agency,WOW Siargao Island Travel and Tours,"General Luna, Surigao del Norte",9171504894,wowsiargao2023@gmail.com,DOT-R13-TTA-00909-2024,30-Jun-26,
3,Travel and Tour Agency,XARGAO TRAVEL AND TOURS,"General Luna, Surigao del Norte",0936-982-1016,xargaotoursandsouvenirs@gmail.com,DOT-R13-TTA-00477-2023,30-Jun-26,
4,Travel and Tour Agency,"UNLTD TRAVEL AND TOURS, INC.","General Luna, Surigao del Norte",9190669323,siargao@unltdtravel.com,DOT-R13-TTA-00874-2024,30-Jun-26,
5,Travel and Tour Agency,TRAVEL ESSENTIALS- Siargao Branch,"Pob. V, General Luna, Surigao del Norte",9398999156,travelessentials81@yahoo.com,DOT-R13-TTA-00925-2024,30-Jun-26,
,,,,,,,,
1,Tour Operator,COLZ TRAVEL AND TOURS SERVICES (FORMERLY KNOWN AS COLZ TRAVEL AND TOURS),"General Luna, Surigao del Norte",9561633917,business.colzvidal@gmail.com,DOT-R13-TOP-00453-2023,30-Jun-26,
2,Tour Operator,Galatea Tours,"General Luna, Surigao del Norte",9209093725,galatea.tours.siargao@gmail.com,DOT-R13-TOP-00487-2023,30-Jun-26,
3,Tour Operator,Suroy Siargao Travel & Tours,"General Luna, Surigao del Norte",639129888829,wizzzi22.lm@gmail.com,DOT-R13-TOP-00571-2023,30-Jun-26,
4,Tour Operator,CHEEKYTITAS TOUR SERVICES,"Poblacion II, General Luna, Surigao del Norte",9279732193,ksbride@gmail.com,DOT-R13-TOP-00907-2024,30-Jun-26,
5,Tour Operator,MCIAO TRAVEL AND TOURS,"Catangnan, General Luna, Surigap del Norte",9217340390,anthonysenit@gmail.com,DOT-R13-TOP-00915-2024,30-Jun-26,
6,Tour Operator,GL Island Tours,"Malinao, General Luna, Surigao del Norte",9178342526,info@siargaoislandtour.com,DOT-R13-TOP-00860-2024,30-Jun-26,
7,Tour Operator,Maricel Tour Services,"General Luna, Surigao del Norte",9272347406,mariceltourservices@gmail.com,DOT-R13-TOP-00549-2023,30-Jun-26,
8,Tour Operator,DOODS TRAVEL AND TOURS AGENCY,"General Luna, Surigao del Norte",9364752186,doodsalmacen@gmail.com,DOT-R13-TOP-00480-2023,30-Jun-26,
9,Tour Operator,Pointbreak Siargao Travel and Tours,"General Luna, Surigao del Norte",9177703518,mauiparaguya@gmail.com,DOT-R13-TOP-00473-2023,30-Jun-26,
10,Tour Operator,AJROB SIARGAO TRAVEL & TOURS SERVICES,"General Luna, Surigao del Norte",9667495022,ajrobtravelandtoursiargao@gmail.com,DOT-R13-TOP-00583-2023,30-Jun-26,
11,Tour Operator,Arman-Holmes Travel and Tours,"General Luna, Surigao del Norte",9070902469,rheaaug87@gmail.com,DOT-R13-TOP-00513-2023,30-Jun-26,7-Jan-00
12,Tour Operator,JUANDERFUL IAO TOUR SERVICES,"Poblacion V, General Luna, Surigao Del Norte",9064641617,janlinguaje73@gmail.com,DOT-R13-TOP-01390-2025,30-Jun-26,
,,,,,,,,
1,Tour Guide [Community Guide],MILYN A. PATINGA,"Barangay 3, General Luna, Surigao del Norte",9109017249,mpatinga@gmail.com,DOT-R13-TGD-00889-2024,30-Jun-26,New
2,Tour Guide [Community Guide],DANTE CRISOLOGO GAñA,"Poblacion 5, General Luna, Surigao del Norte",9095837081,dante.gana0@gmail.com,DOT-R13-TGD-00900-2024,30-Jun-26,New
3,Tour Guide [Community Guide],JANO ESPADERO MAGALUNA,"Daku, General Luna, Surigao del Norte",9958171174,jmagaluna23@gmail.com,DOT-R13-TGD-00913-2024,30-Jun-26,New
4,Tour Guide [Community Guide],MARIA NIEVES CONVICTO GARCIA,"Poblacion I, General Luna, Surigao del Norte",9280641789,garciamn1970@gmail.com,DOT-R13-TGD-00931-2024,30-Jun-26,New
5,Tour Guide [Community Guide],ARCHIE BAGASBAS ANTIPASADO,"General Luna, Surigao del Norte",9563106397,archieantipasado27@gmail.com,DOT-R13-TGD-00932-2024,30-Jun-26,New
6,Tour Guide [Community Guide],ROLLY ESCOBAL ANTIPASADO,"General Luna, Surigao del Norte",9260442740,siargaotourspackage2022@gmail.com,DOT-R13-TGD-00933-2024,30-Jun-26,New
7,Tour Guide [Community Guide],KIMBERLY GUTIERREZ FORCADILLA,"General Luna, Surigao del Norte",9958533078,forcadillakimberly@gmail.com,DOT-R13-TGD-00935-2024,30-Jun-26,New
8,Tour Guide [Community Guide],JOHN PAULO ESCOSURA GUTIERREZ,"General Luna, Surigao del Norte",9283686619,opaugutierrez@gmail.com,DOT-R13-TGD-00936-2024,30-Jun-26,New
9,Tour Guide [Community Guide],ALVIN ANGOB TICOD,"General Luna, Surigao del Norte",9672257109,alvinticod1@gmail.com,DOT-R13-TGD-00938-2024,30-Jun-26,New
10,Tour Guide [Community Guide],BENEDICT FORCADILLA LEOVIT,"General Luna, Surigao del Norte",9063801643,benedictleovit@gmail.com,DOT-R13-TGD-00939-2024,30-Jun-26,New
11,Tour Guide [Community Guide],JOCEL BLANCADA FORCADILLA,"General Luna, Surigao del Norte",9465884600,jocelforcadilla@gmail.com,DOT-R13-TGD-00940-2024,30-Jun-26,New
12,Tour Guide [Community Guide],LUDY NOGUERRA PLAZA,"General Luna, Surigao del Norte",9667668552,emangsplaza1980@gmail.com,DOT-R13-TGD-00941-2024,30-Jun-26,New
13,Tour Guide [Community Guide],MACKENLEY GORILLO GONZAGA,"General Luna, Surigao del Norte",9453222264,gonzagamackenley023@gmail.com,DOT-R13-TGD-00943-2024,30-Jun-26,New
14,Tour Guide [Community Guide],ELITO JR. ELIOT REYES,"General Luna, Surigao del Norte",9473454704,elitoreyes21@gmail.com,DOT-R13-TGD-00950-2024,30-Jun-26,New
15,Tour Guide [Community Guide],RAZEL ESPADERO RAMIREZ,"General Luna, Surigao del Norte",9053913918,ramirezrazel036@gmail.com,DOT-R13-TGD-00959-2024,30-Jun-26,New
16,Tour Guide [Community Guide],ARNOLD ESPIJON ORIENDO,"General Luna, Surigao del Norte",9669021545,arnoldoriendo19@gmail.com,DOT-R13-TGD-00963-2024,30-Jun-26,New
17,Tour Guide [Community Guide],CHERYL R. CRUIZ,"General Luna, Surigao del Norte",0950 544 8799,cherylcruiz27@gmail.com,DOT-R13-TGD-00965-2024,30-Jun-26,New
18,Tour Guide [Community Guide],KARIM CAGAS PEROCHO,"La Januza, General Luna, Surigao del Norte",9324179924,perochokarim@gmail.com,DOT-R13-TGD-00969-2024,30-Jun-26,New
19,Tour Guide [Community Guide],RICKY MONTON COMETA,"Poblacion I, General Luna, Surigao del Norte",9055649894,rickycometa2@gmail.com,DOT-R13-TGD-00973-2024,30-Jun-26,New
20,Tour Guide [Community Guide],LIMUEL NUÑES MIBULOS,"Poblacion I, General Luna, Surigao del Norte",9813450793,limuelmibulos89@gmail.com,DOT-R13-TGD-00977-2024,30-Jun-26,New
21,Tour Guide [Community Guide],GENALYN ARGENTE FORCADILLA,"Poblacion V, General Luna, Surigao del Norte",9154732216,genalynforcadilla@gmail.com,DOT-R13-TGD-00990-2024,30-Jun-26,New
22,Tour Guide [Community Guide],MARY ANN MAGALUNA COMETA,"Daku, General Luna, Surigao del Norte",9475774477,junzonmarkgonzaga@gmail.com,DOT-R13-TGD-00991-2024,30-Jun-26,New
23,Tour Guide [Community Guide],RUBEN ELLAZO RAPANAN,"General Luna, Surigao del Norte",9488871386,ronariza091991@gmail.com,DOT-R13-TGD-01000-2024,30-Jun-26,New
24,Tour Guide [Community Guide],MARY REYCEL JANE ESPENIDO PEROCHO,"Suyangan, General Luna, Surigao del Norte",9276719638,perochojane209@gmail.com,DOT-R13-TGD-01040-2024,30-Jun-26,New
25,Tour Guide [Community Guide],IAN NICK CAUMPAY ESCALERA,"POBLACION 1, GENERAL LUNA, SURIGAO DEL NORTE",9267524194,escaleraiannick8@gmail.com,DOT-R13-TGD-01048-2024,30-Jun-26,New
26,Tour Guide [Community Guide],Analy Pobe Golandrina,"Poblacion V, General Luna, Surigao del Norte",9276704736,analygolandrina5@gmail.com,DOT-R13-TGD-01090-2024,30-Jun-26,Renewal
27,Tour Guide [Community Guide],LOUNEL FORCADILLA ESCOSURA,"General Luna, Surigao del Norte",9955661622,lounel316@gmail.com,DOT-R13-TGD-01098-2024,30-Jun-26,New
28,Tour Guide [Community Guide],ARCHIE SULAPAS MECATE,"General Luna, Surigao del Norte",9565674943,mecatearchie@gmail.com,DOT-R13-TGD-00434-2023,30-Jun-26,Renewal
29,Tour Guide [Community Guide],MAYLIN SALGADO CONTE,"General Luna, Surigao del Norte",9078083965,maylinconte1985@gmail.com,DOT-R13-TGD-00435-2023,30-Jun-26,Renewal
30,Tour Guide [Community Guide],APRIL ANNE N/A MANTILLA,"General Luna, Surigao del Norte",9452801769,arielvillacora19@gmail.com,DOT-R13-TGD-00857-2024,30-Jun-26,Renewal
31,Tour Guide [Community Guide],NIñO NUñEZ MIBULOS,"General Luna, Surigao del Norte",9514588878,mibulos16nino@icloud.com,DOT-R13-TGD-01160-2024,30-Jun-26,New
32,Tour Guide [Community Guide],JANSEN SOLLOSO RICAFRENTE,"General Luna, Surigao del Norte",9062215796,jansen.solloso@icloud.com,DOT-R13-TGD-01204-2024,30-Jun-26,New
33,Tour Guide [Community Guide],JEMELYN FORCADILLA ESPEJON,"General Luna, Surigao del Norte",9816020213,espejonjemelyn671@gmail.com,DOT-R13-TGD-00430-2023,30-Jun-26,31-Dec-99
34,Tour Guide [Community Guide],Amado Escosura Gutierrez III,"General Luna, Surigao del Norte",0915051 9811,gutierrezamado123593@gmail.com,DOT-R13-TGD-01260-2025,30-Jun-26,31-Dec-99
35,Tour Guide [Community Guide],Jeff Magaluna Reyes,"General Luna, Surigao del Norte",9957400495,jeepongwho0@gmail.com,DOT-R13-TGD-01295-2025,30-Jun-26,31-Dec-99
36,Tour Guide [Community Guide],Mark Ivan Espadero Reyes,"General Luna, Surigao del Norte",9661784091,markivanreyes0@gmail.com,DOT-R13-TGD-01294-2025,30-Jun-26,31-Dec-99
37,Tour Guide [Community Guide],EDWIN ESPEJON ALCALA,"General Luna, Surigao del Norte",9505592773,ed5160143@gmail.com,DOT-R13-TGD-01328-2025,30-Jun-27,31-Dec-99
38,Tour Guide [Community Guide],ALGIE REY LOMONDOT PIRANTE,"General Luna, Surigao del Norte",9958326992,algiepirante@gmail.com,DOT-R13-TGD-01344-2025,30-Jun-27,
39,Tour Guide [Community Guide],FRANCIS JOHN FORCADILLA OLIVAN,"La Januza, General Luna, Surigao del Norte",9194906900,lhikeolivan188@gmail.com,DOT-R13-TGD-01347-2025,30-Jun-27,1
40,Tour Guide [Community Guide],KEVIN FERNANDEZ MAZON,"General Luna, Surigao del Norte",9770044069,kevinmazon38@gmail.com,DOT-R13-TGD-01346-2025,30-Jun-27,1
41,Tour Guide [Community Guide],MARYZZ MALAZA PADA,"General Luna, Surigao del Norte",9454456814,Maryzzpada204@gmail.com,DOT-R13-TGD-01348-2025,30-Jun-27,
42,Tour Guide [Community Guide],JIMMY ELTAGONDE UGALDE,"General Luna, Surigao del Norte",9389192663,ugaldejimmy01@gmail.com,DOT-R13-TGD-01349-2025,30-Jun-27,
43,Tour Guide [Community Guide],JOY BANTUGAN DACLAN,"General Luna, Surigao del Norte",9659173860,joyhugodaclan@gmail.com,DOT-R13-TGD-01350-2025,30-Jun-27,
44,Tour Guide [Community Guide],JENNY ESPALDON TESIORNA,"General Luna, Surigao del Norte",9107851555,jennyespaldontesiorna@gmail.com,DOT-R13-TGD-01360-2025,30-Jun-27,
45,Tour Guide [Community Guide],ARIANO LARA ESPADERO,"General Luna, Surigao del Norte",9859121134,arianoespadero@gmail.com,DOT-R13-TGD-01362-2025,30-Jun-27,
46,Tour Guide [Community Guide],CHESTER GLENN BOTICARIO GONZAGA,"General Luna, Surigao del Norte",9564651741,chezanity0430@gmail.com,DOT-R13-TGD-01371-2025,30-Jun-27,
47,Tour Guide [Community Guide],CLIFFORD REMULTA AUGUSTO,"Daku, General Luna, Surigao del Norte",9958163327,augustoclifford22@gmail.com,DOT-R13-TGD-01372-2025,30-Jun-27,
48,Tour Guide [Community Guide],JESUSETTE OLIVAN TRUGELLO,"General Luna, Surigao del Norte",9614539339,jesusettetrugello072@gmail.com,DOT-R13-TGD-01373-2025,30-Jun-27,
49,Tour Guide [Community Guide],MARIA CRISTINA DULGUIME EBIDAG,"General Luna, Surigao del Norte",9154727431,ebidagmariacristina@gmail.com,DOT-R13-TGD-01379-2025,30-Jun-27,
50,Tour Guide [Community Guide],EDWARD ALLAN MERANO PLATIL,"Malinao, General Luna, Surigao del Norte",9567794026,yusuflitalp2017@gmail.com,DOT-R13-TGD-01382-2025,30-Jun-27,
,,,,,,,,
1,Restaurant,Lunares Cafe,"General Luna, Surigao del Norte",9369792384,themoonpablo@gmail.com,DOT-R13-RST-00373-2023,9-Mar-25,Renewal
2,Restaurant,COASTAL GROUNDS COFFEE HOUSE INC.,"General Luna, Surigao del Norte",9188620088,coastalgroundscoffee@gmail.com,DOT-R13-RST-00877-2024,26-Apr-2025,New
3,Restaurant,THE HUB BY LOKAL LAB,"Brgy 2, General Luna, Surigao del Norte",9173117862,experience@lokallab.org,DOT-R13-RST-00295-2022,06-May-2025,Renewal
4,Restaurant,BARBOSA FOOD AND BEVERAGE HOUSE,"Brgy. 5, General Luna Surigao del Norte",9771224605,Barbosa.siargao@gmail.com,DOT-R13-RST-01259-2025,03-March-2026,8
5,Restaurant,WILD RESTAURANT,"Catangnan, General Luna, Surigao del Norte",9859694147,siargaowildoffice@gmail.com,DOT-R13-RST-01307-2025,"March 25, 2026",22
6,Restaurant,TWO BROWN BOYS INC.,"Brgy. 5, General Luna Surigao del Norte",9542374753,twobrownb@gmail.com,DOT-R13-RST-01329-2025,"April 30, 2026",17
7,Restaurant,COASTAL GROUNDS COFFEE HOUSE INC.,"General Luna, Surigao del Norte",9188620088,coastalgroundscoffee@gmail.com,DOT-R13-RST-00877-2024,13-May-2026,6
,,,,,,,,
1,Tourist Land Transport Operator,SIARGAO TRANSPORT SERVICE COOPERATIVE,"Purok IV, General Luna, Surigao del Norte",9101695794,siargaotransportcoop@gmail.com,DOT-R13-TTO-00895-2024,30-April-26,New
,,,,,,,,
1,Tourist Water Transport Operator (Recreational Boat),UNLTD. SIARGAO,"Old Tourism Rd., General Luna, Surigao del Norte",9190669328,mbcasiargao@unltdtravel.com,DOT-R13-TWT-01291-2025,10/31/2026,4
,,,,,,,,
,DAPA,,,,,,,
1,Mabuhay Accommodation,MPIRE RESORT,"Brgy. Corregidor, Casulian Island, Dapa, Surigao del Norte",9178752751,mpireresortsiargao@gmail.com,DOT-R13-MAB-01326-2025,31-Oct-26,16
,,,,,,,,
1,Homestay,La'Liza House Rental,"Dapa, Surigao del Norte",9657466691,liza.domagtoy001@deped.gov.ph,DOT-R13-HMY-00488-2023,31-Oct-26,Renewal
,,,,,,,,
1,Tour Guide [Community Guide],Pinky Gato,"Bagakay, Dapa, Surigao del Norte",9305147645,gatopinky762@gmail.com,DOT-R13-TGD-00912-2024,30-Jun-26,New
2,Tour Guide [Community Guide],FRANCIS CUBILLAN PURO,"Brgy. 13, Pob., Dapa, Surigao del Norte",9855774527,purof554@gmail.com,DOT-R13-TGD-00914-2024,30-Jun-26,New
3,Tour Guide [Community Guide],JESSA GERARCAS UROT,"Union, Dapa, Surigao del Norte",9958318151,urotjessa8@gmail.com,DOT-R13-TGD-00916-2024,30-Jun-26,New
4,Tour Guide [Community Guide],RODILLA RAPINAN DE LA TORRE,"Union, Dapa, Surigao del Norte",935678694,emilydelatorre95@gmail.com,DOT-R13-TGD-00917-2024,30-Jun-26,New
5,Tour Guide [Community Guide],JONALYN RAZONA CONSIGNA,"Bagakay, Dapa, Surigao del Norte",9776896051,lynranzin@gmail.com,DOT-R13-TGD-00924-2024,30-Jun-26,New
6,Tour Guide [Community Guide],ERMELITO GONZALES CARIAGA,"Corregidor, Dapa, Surigao del Norte",9857977124,erlmarjzcariaga@gmail.com,DOT-R13-TGD-00926-2024,30-Jun-26,New
7,Tour Guide [Community Guide],BERNIE GERARCAS CONTE,"Dapa, Surigao del Norte",9857977124,neneconte01@gmail.com,DOT-R13-TGD-00929-2024,30-Jun-26,New
8,Tour Guide [Community Guide],DIOGENES PONCE TULIPAS,"Dapa, Surigao del Norte",9279719901,diogenestulipas@gmail.com,DOT-R13-TGD-00930-2024,30-Jun-26,New
9,Tour Guide [Community Guide],LISLIE DORMIENDO CONCILLES,"Dapa, Surigao del Norte",9467120251,lislieconcilles@gmail.com,DOT-R13-TGD-00947-2024,30-Jun-26,New
10,Tour Guide [Community Guide],JESTONI SOLANA BUO,"Corregidor, Dapa, Surigao del Norte",9703970908,kimlarry239@gmail.com,DOT-R13-TGD-00953-2024,30-Jun-26,New
11,Tour Guide [Community Guide],NENITO SULIMA ALCERO,"Dapa, Surigao del Norte",959697950,nenitoalcero@gmail.com,DOT-R13-TGD-00997-2024,30-Jun-26,New
12,Tour Guide [Community Guide],CHARLITO COPINA RUAYA,"Corregidor, Dapa, Surigao del Norte",9465695716,charlitoruaya@gmail.com,DOT-R13-TGD-01028-2024,30-Jun-26,New
13,,,,,,,,
14,,,,,,,,
15,,,,,,,,
,,,,,,,,
1,Tour Guide [Regional Guide],CHERYL VALLECER BANTILAN,"Dapa, Surigao del Norte",09487446938/09153811496,cherylvallecerbantilan@gmail.com,DOT-R13-TGD-00270-2022,30-Jun-27,1
,,,,,,,,
1,Tourism Recreation Center,CANIJUGAN PEAK RETREAT AND CAMPING SITE RENTAL,"Dapa, Surigao del Norte",9177106636,canijuganpeak@gmail.com,DOT-R13-SRC-00296-2022,27-Dec-24,Renewal
,,,,,,,,
1,Tourism Trainer,Cheryl Vallecer Bantilan,"Dapa, Surigao del Norte",9153811496,cherylvallecerbantilan@gmail.com,DOT-R13-TRN-00344-2023,Jan-2-26,Renewal
,,,,,,,,
,STA. MONICA,,,,,,,
1,Mabuhay Accommodation,Darosa Del Mar Beach Resort,"Brgy. Alegria, Sta. Monica, Surigao del Norte",0966-456-9228,darosasiargao@gmail.com,DOT-R13-MAB-00267-2022,31-Oct-26,Renewal
,,,,,,,,
1,Homestay,MASAYAY HOMESTAY,"Santa Monica, Surigao del Norte",9151219846,leemarkescobal@gmail.com,DOT-R13-HMY-01320-2025,31-Oct-26,1-Jan-00
,,,,,,,,
,BURGOS,,,,,,,
1,Tour Guide [Community Guide],ROY PATINTIS ONG,"Burgos, Surigao del Norte",9097095283,royong1975@gmail.com,DOT-R13-TGD-00415-2023,30-Jun-26,Renewal
2,Tour Guide [Community Guide],ALFREDO BACHANICHA GOñA,"Burgos, Surigao del Norte",9811027511,alfredogona1971@gmail.com,DOT-R13-TGD-00423-2023,Jun-30-26,Renewal
3,Tour Guide [Community Guide],RICKY NOGALIZA PELIGRO,"Burgos, Surigao del Norte",9664227587,rickypeligro1980@gmail.com,DOT-R13-TGD-00413-2023,Jun-30-26,Renewal
4,Tour Guide [Community Guide],RICHARD VIRTUDAZO POMOY,"Burgos, Surigao del Norte",9564787303,richardpomoy1976@gmail.com,DOT-R13-TGD-00414-2023,Jun-30-26,Renewal
5,Tour Guide [Community Guide],JOEL MENDOZA CARIAGA,"Burgos, Surigao del Norte",9456678780,joelcariaga1992@gmail.com,DOT-R13-TGD-00416-2023,Jun-30-26,Renewal
6,Tour Guide [Community Guide],RAUL NOGALIZA CURSAT,"Burgos, Surigao del Norte",9811040221,rarapayot@gmail.com,DOT-R13-TGD-00436-2023,Jun-30-26,Renewal
7,Tour Guide [Community Guide],Reynan Bobila Golandrina,"Burgos, Surigao del Norte",9150521174,golandrinareynan@gmail.com,DOT-R13-TGD-00470-2023,Jun-30-26,Renewal
8,Tour Guide [Community Guide],EDWIN LYSON ONG,"Burgos, Surigao del Norte",9096163657,edwinong47@gmail.com,DOT-R13-TGD-00424-2023,Jun-30-26,31-Dec-99
9,Tour Guide [Community Guide],ANASTACIO MALINAO ESPAñOLA,"Burgos, Surigao del Norte",9054123537,macaldoangielie@gmail.com,DOT-R13-TGD-00493-2023,Jun-30-27,31-Dec-99
10,Tour Guide [Community Guide],EMELITO DUMANJOG CORDITA,"Burgos, Surigao del Norte",9277072576,emelitocordita87@gmail.com,DOT-R13-TGD-01340-2025,30-Jun-27,
,,,,,,,,
,SOCORRO,,,,,,,
1,Mabuhay Accommodation,TAFIMCO- LAGOON TIKTIKAN & SOHOTON GAMAY RESORT ,"San Roque, Socorro, Surigao del Norte",9308727757,tafimco.headoffice@gmail.com,DOT-R13-MAB-00560-2023,31-Oct-26,5
2,Mabuhay Accommodation,SOHOTON NAKIAUIT RESORT,"San Roque, Socorro, Surigao del Norte",9985415547,dante.platilla@yahoo.com,DOT-R13-MAB-00559-2023,31-Oct-26,11
2,Mabuhay Accommodation,BALANGHAI TARA SOHOTON BEACH RESORTS INC,"Socorro, Surigao del Norte",9058806879,clubtara_rsvn@hotmail.com,DOT-R13-MAB-00088-2021,31-Oct-26,
,,,,,,,,
1,Tour Operator,Siarescapade Package Tour Services,"Taruc, Socorro, Surigao del Norte",9091101237,hyrensipabul3@gmail.com,DOT-R13-TOP-00557-2023,30-Jun-26,Renewal
2,Tour Operator,SIARGAO-ISLAND TRAVEL & TOURS,"Taruc, Socorro, Surigao del Norte",9196476677,glennmarkatwork@gmail.com,DOT-R13-TOP-00558-2023,30-Jun-26,Renewal
3,Tour Operator,Ate-Jo's Travel and Tours,"Navarro, Socorro, Surigao del Norte",9667204577,noelcarduza23@gmail.com,DOT-R13-TOP-00554-2023,30-Jun-26,Renewal
4,Tour Operator,Oliver Grande Tours,"Sudlon, Socorro, Surigao del Norte",9262948116,oliverbarinday@gmail.com,DOT-R13-TOP-00556-2023,30-Jun-26,Renewal
5,Tour Operator,AJA SIARGAO TRAVEL AND TOURS,"Taruc, Socorro, Surigao del Norte",9676594305,dizongleessiereyna@gmail.com,DOT-R13-TOP-00954-2024,30-Jun-26,Renewal
6,Tour Operator,SOHOTON COVE PH TRAVEL AND TOURS,"Rizal, Socorro, Surigao del Norte",9487656862,sohotoncoveph@gmail.com,DOT-R13-TOP-00564-2023,30-Jun-26,Renewal
7,Tour Operator,SOHOTON NAKIAUIT TRAVEL & TOURS,"Navarro, Socorro, Surigao del Norte",9985415547,dante.platilla@yahoo.com,DOT-R13-TOP-00979-2024,30-Jun-26,New
8,Tour Operator,SOHOTONCOVE TRAVEL AND TOURS,"Navarro, Socorro, Surigao del Norte",9811083336,ginahumaylab679@gmail.com,DOT-R13-TOP-00980-2024,30-Jun-26,New
9,Tour Operator,TAFIMCO-TRAVEL AND TOUR,"Burgos St. Brgy. Albino Taruc, Socorro, Surigao Del Norte",09308727757 / 09121617833,shydigal123@gmail.com,DOT-R13-TOP-01111-2024,30-Jun-26,New
10,Tour Operator,JOHNCARLSON TRAVEL & TOURS,"Taruc, Socorro, Surigao del Norte",9265545465,myrna.humaylab001@gmail.com,DOT-R13-TOP-00555-2023,30-Jun-26,18
,,,,,,,,
,,,,,,,,
1,Tour Guide [Community Guide],JAY-R JUANITE DAPAR,"San Roque, Socorro, Surigao del Norte",9122664385,daparjayr23@gmail.com,DOT-R13-TGD-00927-2024,30-Jun-26,New
2,Tour Guide [Community Guide],REMBRAN RUDILA LLANO,"Rizal, Socorro, Surigao del Norte",9359905930,remzllano777@gmail.com,DOT-R13-TGD-00948-2024,30-Jun-26,New
3,Tour Guide [Community Guide],CHUCKIE SANICO HUMAYLAB,"Navarro, Socorro, Surigao del Norte",9100162607,chuckiehumaylab01@gmail.com,DOT-R13-TGD-00951-2024,30-Jun-26,New
4,Tour Guide [Community Guide],JUNELA GONZALES JAVIER,"Nueva Estrella, Socorro, Surigao del Norte",9103211362,junelajavier2@gmail.com,DOT-R13-TGD-00961-2024,30-Jun-26,New
5,Tour Guide [Community Guide],JUNGIE LAUGO GULTIANO,"Sudlon, Socorro, Surigao del Norte",9858896954,jungiegultiano@gmail.com,DOT-R13-TGD-00962-2024,30-Jun-26,New
6,Tour Guide [Community Guide],GINO DIZON GUMA,"Albino Taruc, Surigao del Norte",9383256996,ginoguma488@gmail.com,DOT-R13-TGD-00964-2024,30-Jun-26,New
7,Tour Guide [Community Guide],BRAKES VENZEN DIZON GUMA,"Rizal, Socorro, Surigao del Norte",9859691451,brakesguma143@gmail.com,DOT-R13-TGD-00967-2024,30-Jun-26,New
8,Tour Guide [Community Guide],RICKY CONSIGNA JUSTOL,"Navarro, Socorro, Surigao del Norte",9057193679,rickyjustol1978@gmail.com,DOT-R13-TGD-00970-2024,30-Jun-26,New
9,Tour Guide [Community Guide],JEAN DAVE SANICO JUANITE,"Albino Taruc, Socorro,  Surigao del Norte",9092849489,seaniajuanite@gmail.com,DOT-R13-TGD-00972-2024,30-Jun-26,New
